satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Male,Loyal Customer,52,Business travel,Business,1237,2,2,2,2,1,3,5,4,4,4,4,2,4,2,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1663,3,3,3,4,5,3,3,5,4,1,3,1,2,5,31,31
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1963,3,3,4,3,3,4,4,4,4,4,4,3,4,5,0,0
satisfied,Male,Loyal Customer,20,Business travel,Business,1230,5,5,5,5,4,4,5,4,3,5,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1440,4,4,4,1,5,4,4,5,3,4,5,3,4,5,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1813,3,5,3,2,3,3,3,3,3,5,5,4,5,3,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1541,4,2,4,3,5,4,5,5,1,4,3,3,3,5,73,87
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2018,1,5,1,3,1,4,4,4,3,5,5,4,4,4,146,143
dissatisfied,Male,disloyal Customer,56,Business travel,Business,1475,3,3,3,1,2,3,3,2,4,3,4,5,5,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2046,4,4,4,3,2,4,1,2,1,3,1,4,3,2,0,0
dissatisfied,Female,Loyal Customer,51,Business travel,Eco,892,2,1,4,1,3,3,4,1,1,2,1,2,1,4,65,74
satisfied,Male,Loyal Customer,40,Business travel,Business,1836,2,2,2,2,3,5,5,5,5,5,5,4,5,3,0,7
satisfied,Male,disloyal Customer,26,Business travel,Eco,3117,5,5,5,3,4,5,4,4,1,1,2,5,1,4,0,2
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,2919,2,2,2,2,1,2,1,1,3,5,4,2,1,1,10,0
satisfied,Female,Loyal Customer,42,Business travel,Business,1558,3,3,3,3,1,1,2,3,3,4,3,1,3,4,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Business,474,2,2,3,3,3,3,3,1,1,3,1,4,1,4,26,11
satisfied,Male,Loyal Customer,43,Business travel,Eco,1143,3,4,4,4,3,3,3,3,2,2,5,5,5,3,13,11
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1581,1,2,1,3,4,1,4,4,4,5,2,2,3,4,1,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2672,1,1,1,1,5,1,1,5,5,5,4,5,5,5,69,49
dissatisfied,Female,Loyal Customer,60,Business travel,Business,3583,2,2,2,2,5,3,4,2,2,2,2,4,2,4,45,47
satisfied,Male,Loyal Customer,53,Business travel,Eco,1676,5,4,4,4,5,5,5,5,1,1,2,1,4,5,0,0
satisfied,Male,Loyal Customer,49,Business travel,Eco,1858,5,4,4,4,5,5,5,5,2,4,1,1,3,5,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,204,5,4,5,5,1,2,2,5,5,5,5,1,5,4,0,0
satisfied,Male,Loyal Customer,53,Business travel,Business,2317,3,3,3,3,2,5,4,4,4,4,4,3,4,4,13,9
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2442,5,5,5,5,4,5,4,4,4,5,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2223,2,5,2,4,5,2,5,5,4,5,4,5,4,5,71,69
dissatisfied,Female,Loyal Customer,45,Business travel,Eco Plus,584,2,5,5,5,3,4,3,2,2,2,2,4,2,3,2,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1900,3,5,4,3,2,4,2,2,3,3,5,3,2,2,9,6
satisfied,Male,Loyal Customer,28,Business travel,Business,3209,4,4,4,4,3,3,3,3,3,5,5,4,4,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1812,4,5,5,5,5,5,4,4,4,5,4,5,4,3,0,0
dissatisfied,Male,Loyal Customer,37,Business travel,Eco,2009,2,5,1,5,2,2,2,2,2,2,4,4,3,2,2,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2855,2,4,2,2,2,2,2,2,5,2,1,2,2,2,4,10
satisfied,Male,disloyal Customer,25,Business travel,Eco,2371,5,4,4,2,5,4,5,5,3,3,4,4,5,5,11,13
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2814,2,1,1,3,1,2,1,1,1,5,1,1,3,1,24,32
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1432,4,4,2,5,3,2,3,3,4,2,5,3,5,3,0,2
dissatisfied,Male,Loyal Customer,56,Business travel,Business,384,3,4,4,4,3,3,3,3,3,2,3,1,3,1,0,0
satisfied,Female,Loyal Customer,46,Business travel,Business,1600,5,5,5,5,4,4,5,3,3,4,3,3,3,3,9,5
dissatisfied,Male,disloyal Customer,19,Business travel,Eco,1990,4,4,4,4,3,4,3,3,2,1,3,4,4,3,29,31
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1667,4,0,4,4,1,4,1,1,4,2,3,2,3,1,20,14
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1716,4,4,4,4,5,4,4,5,3,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,507,4,4,4,4,2,4,5,5,5,4,5,5,5,3,95,104
satisfied,Male,Loyal Customer,54,Business travel,Business,2261,5,5,5,5,5,1,2,4,4,4,4,5,4,3,15,0
satisfied,Female,Loyal Customer,41,Business travel,Business,468,4,4,4,4,5,4,4,5,5,5,5,3,5,3,3,0
satisfied,Female,Loyal Customer,40,Business travel,Eco,1628,3,5,5,5,3,4,3,3,4,3,5,1,2,3,4,7
satisfied,Female,Loyal Customer,32,Business travel,Business,4836,3,3,3,3,4,4,4,4,5,5,5,4,4,4,382,372
satisfied,Female,Loyal Customer,39,Business travel,Business,2755,5,5,5,5,2,5,4,5,5,5,5,5,5,3,38,36
dissatisfied,Male,disloyal Customer,31,Business travel,Eco,2052,1,1,1,2,5,1,5,5,1,4,1,3,3,5,0,0
satisfied,Female,Loyal Customer,52,Business travel,Eco,894,4,3,5,5,3,3,3,5,5,4,5,3,5,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco Plus,1118,4,5,4,3,2,5,3,3,3,4,3,3,3,1,3,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2204,3,4,3,1,2,3,2,2,5,2,5,3,5,2,68,77
dissatisfied,Male,Loyal Customer,33,Business travel,Eco,1925,1,3,3,3,1,1,1,1,1,1,1,1,2,1,3,5
satisfied,Male,Loyal Customer,50,Business travel,Business,741,3,3,3,3,4,4,4,5,5,4,5,3,5,4,4,13
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2660,1,2,2,3,4,2,4,4,4,5,4,4,3,4,22,3
satisfied,Female,disloyal Customer,22,Business travel,Business,1266,5,2,5,3,4,5,4,4,4,2,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,3821,1,5,1,2,3,1,5,3,3,2,5,2,4,3,44,35
satisfied,Male,Loyal Customer,10,Personal Travel,Eco,2772,0,5,0,2,1,0,5,1,3,4,5,3,5,1,7,0
satisfied,Female,disloyal Customer,19,Business travel,Eco,1795,5,5,5,3,2,5,2,2,3,4,5,4,4,2,18,31
satisfied,Female,Loyal Customer,44,Business travel,Business,3880,3,3,3,3,3,4,3,5,5,5,5,5,5,2,0,0
satisfied,Male,disloyal Customer,57,Business travel,Business,1586,2,2,2,2,5,2,5,5,5,3,3,1,2,5,0,0
dissatisfied,Female,disloyal Customer,41,Business travel,Business,2674,1,1,1,4,5,1,5,5,3,4,5,5,4,5,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,1769,3,3,3,4,2,3,2,2,3,5,3,4,4,2,1,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,866,4,4,4,4,5,3,5,5,5,5,5,2,5,2,10,33
dissatisfied,Male,Loyal Customer,60,Business travel,Business,2669,3,3,3,3,2,4,3,3,3,3,3,2,3,3,22,27
satisfied,Male,disloyal Customer,25,Business travel,Business,1810,5,0,5,4,2,5,2,2,4,3,4,5,4,2,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1859,5,2,2,2,5,5,5,5,4,2,1,2,5,5,5,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2096,1,5,1,1,2,5,5,4,4,4,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1558,4,4,4,3,3,4,3,3,4,5,4,5,4,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,2300,1,1,1,1,2,4,5,5,5,4,5,5,5,5,0,0
satisfied,Male,Loyal Customer,28,Business travel,Business,2950,3,3,3,3,4,4,4,4,5,2,5,5,1,4,2,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2883,5,5,5,5,4,4,5,4,4,4,4,4,4,5,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,455,2,2,2,2,5,5,5,2,2,2,2,5,2,5,0,0
satisfied,Male,Loyal Customer,39,Personal Travel,Eco,3582,0,4,0,1,2,0,2,2,4,2,4,3,5,2,32,18
satisfied,Male,Loyal Customer,41,Business travel,Business,3331,2,2,2,2,5,5,5,3,3,3,3,4,3,3,0,0
satisfied,Male,Loyal Customer,46,Business travel,Business,2882,1,1,1,1,3,3,4,4,4,4,4,5,4,3,0,3
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2860,2,2,2,2,4,3,4,4,2,5,3,1,3,4,47,39
dissatisfied,Male,Loyal Customer,52,Business travel,Business,3471,1,1,1,1,5,4,4,3,3,3,1,4,3,2,34,31
satisfied,Female,Loyal Customer,38,Business travel,Business,1236,5,5,5,5,5,5,5,4,4,4,4,5,4,4,30,17
dissatisfied,Female,Loyal Customer,12,Business travel,Business,2250,1,2,2,2,1,1,1,1,1,3,3,3,4,1,0,10
satisfied,Male,Loyal Customer,50,Business travel,Business,2288,4,4,4,4,4,5,4,5,5,5,5,4,5,5,0,0
satisfied,Male,disloyal Customer,39,Business travel,Business,2044,5,5,5,4,5,5,5,5,5,5,5,5,5,5,0,20
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1865,3,1,3,3,3,3,4,3,4,1,2,2,3,3,0,0
satisfied,Female,Loyal Customer,23,Business travel,Business,3138,4,4,4,4,4,4,4,4,1,3,3,2,4,4,3,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1984,1,1,1,1,3,1,2,5,5,5,5,1,5,5,2,27
satisfied,Female,Loyal Customer,40,Business travel,Business,902,1,1,1,1,5,5,4,3,3,3,3,3,3,4,0,0
satisfied,Female,Loyal Customer,56,Business travel,Business,414,3,3,3,3,2,5,4,3,3,3,3,5,3,3,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2358,3,1,1,1,5,5,5,5,4,2,5,1,5,5,0,0
satisfied,Female,disloyal Customer,25,Business travel,Business,2855,5,1,5,4,1,5,1,1,4,2,5,4,5,1,1,1
satisfied,Male,Loyal Customer,43,Business travel,Business,3704,3,3,3,3,2,5,5,4,4,5,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,45,Business travel,Eco,1524,3,3,3,3,3,3,3,3,2,1,2,1,3,3,0,5
satisfied,Male,Loyal Customer,41,Business travel,Eco,3670,4,2,2,2,4,4,4,4,3,1,3,1,5,4,18,8
satisfied,Male,Loyal Customer,42,Business travel,Business,2489,5,5,5,5,5,5,5,5,2,3,5,5,5,5,0,11
dissatisfied,Female,Loyal Customer,72,Business travel,Business,564,1,0,0,4,1,4,3,3,3,0,1,3,3,3,0,0
satisfied,Female,Loyal Customer,58,Business travel,Business,2268,1,1,1,1,3,4,5,5,5,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,39,Business travel,Eco,1841,3,4,4,4,3,3,3,3,4,4,2,3,3,3,53,50
dissatisfied,Female,disloyal Customer,58,Business travel,Eco,2185,2,2,2,4,2,2,2,2,4,1,3,4,3,2,0,4
satisfied,Male,Loyal Customer,57,Business travel,Business,225,0,5,0,4,4,5,4,5,5,5,5,3,5,5,0,0
dissatisfied,Female,Loyal Customer,25,Business travel,Business,4044,3,4,4,4,3,3,3,3,4,5,3,4,3,3,79,83
satisfied,Male,disloyal Customer,25,Business travel,Eco,2429,4,4,4,4,4,4,4,4,3,5,5,5,4,4,0,9
dissatisfied,Female,disloyal Customer,34,Business travel,Eco Plus,2001,1,1,1,5,5,1,3,5,3,4,3,2,2,5,0,0
dissatisfied,Female,Loyal Customer,11,Personal Travel,Eco,2376,3,5,3,4,5,3,5,5,5,5,5,5,5,5,0,10
satisfied,Female,Loyal Customer,43,Business travel,Business,985,5,5,5,5,4,4,5,3,3,3,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1664,2,4,2,3,2,2,2,2,4,3,5,4,5,2,1,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2351,2,2,2,3,4,2,4,4,2,2,3,3,3,4,27,12
dissatisfied,Female,disloyal Customer,13,Business travel,Eco,2704,4,3,3,3,1,4,1,1,2,5,2,3,3,1,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1747,1,1,1,1,2,4,5,5,5,5,5,4,5,5,120,111
satisfied,Male,Loyal Customer,51,Business travel,Business,405,1,1,1,1,5,1,3,2,2,2,2,2,2,1,0,0
dissatisfied,Male,Loyal Customer,36,Business travel,Eco,1855,3,3,3,3,3,3,3,3,4,4,3,1,4,3,19,46
satisfied,Male,Loyal Customer,36,Business travel,Business,1867,2,2,2,2,4,5,5,4,4,4,4,4,4,5,0,0
satisfied,Female,Loyal Customer,33,Business travel,Business,2515,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,4
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1186,2,2,2,4,2,2,2,2,1,5,4,1,3,2,17,16
dissatisfied,Male,disloyal Customer,40,Business travel,Eco,1707,3,1,4,1,5,4,5,5,2,4,1,3,2,5,29,16
dissatisfied,Female,disloyal Customer,24,Business travel,Business,1722,3,1,2,3,5,2,5,5,2,2,2,4,3,5,0,9
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,93,5,5,5,5,2,4,5,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1742,3,4,0,2,3,0,3,3,5,4,4,3,4,3,0,0
satisfied,Male,Loyal Customer,30,Business travel,Business,4646,0,0,0,3,4,5,5,4,4,5,4,5,5,4,17,6
satisfied,Male,disloyal Customer,39,Business travel,Business,2344,4,4,4,4,1,4,1,1,4,4,4,3,4,1,30,8
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,639,2,2,2,2,5,5,5,4,4,4,4,5,4,3,88,82
dissatisfied,Female,disloyal Customer,37,Business travel,Eco Plus,1433,4,4,4,2,2,4,2,2,4,3,3,4,2,2,0,0
satisfied,Male,Loyal Customer,54,Business travel,Business,2314,5,5,5,5,2,4,4,4,4,4,4,3,4,5,0,2
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,513,4,4,4,4,4,4,5,4,4,4,4,5,4,4,1,30
satisfied,Male,Loyal Customer,36,Business travel,Business,2065,5,5,5,5,5,4,4,4,4,4,4,2,4,3,34,35
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1800,3,1,3,4,3,3,3,3,2,2,3,2,3,3,0,0
satisfied,Female,Loyal Customer,41,Business travel,Business,2438,5,5,5,5,3,5,5,4,4,4,4,4,4,5,5,1
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2855,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,35,Business travel,Business,53,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0
satisfied,Male,Loyal Customer,57,Business travel,Business,1651,4,4,4,4,5,3,5,3,3,4,3,5,3,3,0,0
dissatisfied,Male,disloyal Customer,43,Business travel,Business,1447,3,3,3,1,5,3,5,5,3,2,5,4,5,5,0,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2916,3,4,4,3,4,4,4,4,5,4,4,5,5,4,0,0
dissatisfied,Female,Loyal Customer,62,Business travel,Eco,1111,4,5,5,5,2,1,2,4,4,4,4,3,4,3,14,0
dissatisfied,Male,Loyal Customer,28,Business travel,Business,3784,3,3,4,3,3,3,3,3,1,3,4,3,4,3,11,0
satisfied,Male,Loyal Customer,57,Business travel,Business,1879,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,49,Business travel,Business,2504,3,1,1,1,4,3,3,3,3,3,3,1,3,4,88,89
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1664,2,2,2,2,3,2,3,3,3,4,1,3,1,3,0,0
dissatisfied,Female,Loyal Customer,59,Business travel,Business,775,3,5,5,5,5,4,3,3,3,3,3,1,3,1,17,1
satisfied,Female,Loyal Customer,35,Business travel,Eco Plus,1729,3,3,3,3,3,2,3,3,5,1,2,1,1,3,19,17
satisfied,Male,Loyal Customer,55,Business travel,Business,666,2,2,2,2,5,5,5,3,3,3,3,5,3,3,0,6
dissatisfied,Female,Loyal Customer,51,Personal Travel,Eco,994,4,4,4,1,2,5,5,3,3,4,1,5,3,5,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1966,4,5,4,3,2,4,3,2,3,2,4,4,5,2,3,5
dissatisfied,Male,Loyal Customer,19,Business travel,Eco,1735,3,1,1,1,3,3,1,3,3,5,3,3,3,3,12,14
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2407,3,5,3,1,1,3,1,1,5,4,4,4,5,1,0,0
dissatisfied,Female,Loyal Customer,54,Business travel,Business,223,2,3,3,3,3,4,4,3,3,3,2,1,3,1,0,4
satisfied,Female,Loyal Customer,38,Business travel,Business,463,4,3,4,4,4,3,1,4,4,4,4,5,4,1,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,2349,5,0,5,5,3,5,3,3,5,2,4,1,4,3,0,0
satisfied,Male,Loyal Customer,66,Business travel,Eco Plus,1928,4,4,4,4,4,4,4,4,1,1,2,4,3,4,0,0
satisfied,Female,Loyal Customer,46,Business travel,Business,99,2,2,2,2,3,2,5,5,5,5,4,4,5,3,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1476,1,1,1,1,3,5,4,4,4,4,4,5,4,3,101,86
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,2256,4,5,5,3,4,4,4,4,5,1,4,2,2,4,0,0
satisfied,Male,Loyal Customer,55,Business travel,Business,3261,2,2,3,2,3,5,5,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2342,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,2
satisfied,Male,Loyal Customer,51,Business travel,Business,3200,5,3,5,5,3,5,4,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,46,Business travel,Business,2791,3,3,3,3,4,1,1,4,4,4,4,3,4,4,0,0
satisfied,Male,Loyal Customer,40,Business travel,Business,3555,2,2,2,2,3,4,4,4,4,4,4,5,4,4,37,45
satisfied,Female,Loyal Customer,77,Business travel,Business,2381,5,5,5,5,2,1,4,4,4,4,4,2,4,4,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1481,3,4,4,4,3,4,3,3,2,1,1,3,1,3,44,37
dissatisfied,Male,disloyal Customer,37,Business travel,Business,3272,1,1,1,4,1,1,1,1,3,2,4,5,4,1,45,16
satisfied,Female,Loyal Customer,26,Business travel,Business,4433,2,2,2,2,3,4,3,3,3,4,4,5,4,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2844,1,0,0,2,3,0,3,3,5,3,2,4,3,3,0,4
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2297,2,5,2,2,3,2,3,3,4,4,4,4,4,3,0,0
satisfied,Female,Loyal Customer,53,Business travel,Eco,476,4,4,4,4,1,5,4,5,5,4,5,3,5,4,23,6
satisfied,Male,Loyal Customer,59,Business travel,Business,1449,5,5,5,5,2,5,5,5,5,5,5,5,5,5,24,29
dissatisfied,Female,Loyal Customer,39,Business travel,Eco Plus,842,2,1,1,1,2,2,2,2,2,1,1,4,2,2,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1141,2,3,2,3,1,2,1,1,2,3,2,3,1,1,0,0
dissatisfied,Male,disloyal Customer,57,Business travel,Business,2257,2,2,2,3,4,2,4,4,1,5,3,3,3,4,114,93
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2415,1,5,1,2,3,1,3,3,4,3,4,5,5,3,0,0
satisfied,Female,Loyal Customer,31,Business travel,Business,3284,1,1,3,1,5,5,5,5,3,3,4,3,4,5,0,0
satisfied,Female,Loyal Customer,44,Business travel,Business,3919,0,4,0,4,4,4,4,1,1,1,1,3,1,5,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2200,3,4,3,3,3,3,3,3,4,5,4,4,4,3,41,39
satisfied,Female,Loyal Customer,30,Business travel,Business,1684,4,4,3,4,2,2,2,2,4,3,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1088,4,5,4,1,4,4,4,4,3,2,5,3,4,4,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,3123,1,1,1,1,5,4,4,5,5,5,5,5,5,5,4,0
dissatisfied,Male,Loyal Customer,9,Business travel,Business,4830,2,1,1,1,2,2,2,2,4,1,3,3,4,2,85,106
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,2909,4,4,4,4,1,4,1,1,2,3,3,4,4,1,19,4
satisfied,Female,Loyal Customer,43,Business travel,Business,608,4,4,4,4,4,4,5,2,2,2,2,3,2,3,6,11
satisfied,Female,Loyal Customer,36,Business travel,Eco,1786,5,2,2,2,5,5,5,5,3,5,4,1,2,5,0,0
satisfied,Male,Loyal Customer,54,Business travel,Business,2382,2,2,4,2,3,4,4,4,4,4,4,4,4,4,7,28
satisfied,Male,Loyal Customer,35,Personal Travel,Eco Plus,2032,5,4,5,3,5,4,5,5,3,5,4,3,4,5,0,0
dissatisfied,Male,Loyal Customer,22,Business travel,Eco Plus,2584,3,5,5,5,3,3,3,3,4,3,4,3,3,3,43,42
satisfied,Male,Loyal Customer,37,Business travel,Business,2498,4,4,4,4,2,5,5,5,5,5,5,4,5,4,11,1
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,3209,0,1,0,3,4,0,4,4,4,3,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco Plus,3768,3,4,2,3,2,2,2,2,1,3,4,3,3,2,0,9
satisfied,Male,Loyal Customer,38,Business travel,Business,1775,1,1,1,1,4,4,5,4,4,4,4,4,4,5,3,0
satisfied,Male,Loyal Customer,41,Business travel,Business,684,2,2,2,2,3,4,5,4,4,4,4,4,4,4,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,490,3,3,1,3,2,4,5,4,4,4,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Business,1761,2,5,2,3,2,2,2,2,5,2,5,4,5,2,0,0
satisfied,Female,Loyal Customer,54,Business travel,Eco,82,2,5,5,5,4,4,5,2,2,2,2,4,2,5,7,0
dissatisfied,Male,Loyal Customer,46,Business travel,Business,966,2,2,2,2,1,3,3,2,2,2,2,3,2,1,1,16
dissatisfied,Female,Loyal Customer,44,Business travel,Business,2414,2,5,5,5,2,2,2,4,3,1,3,2,4,2,28,42
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2265,3,5,3,1,2,3,2,2,4,2,3,3,5,2,3,0
dissatisfied,Male,Loyal Customer,47,Business travel,Eco,3785,2,4,4,4,2,2,2,4,4,3,4,2,2,2,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1502,3,5,3,3,5,3,3,5,5,3,4,4,4,5,5,4
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,1440,4,3,4,4,2,4,5,2,3,4,4,1,3,2,6,9
dissatisfied,Female,disloyal Customer,26,Business travel,Eco Plus,1939,2,2,2,4,4,2,4,4,3,3,4,4,3,4,1,0
satisfied,Female,Loyal Customer,23,Business travel,Eco,1434,4,1,1,1,4,4,3,4,1,2,1,1,4,4,7,0
satisfied,Female,Loyal Customer,45,Personal Travel,Business,310,2,2,2,2,3,4,4,4,4,5,4,5,4,4,0,0
satisfied,Female,Loyal Customer,31,Business travel,Business,4938,1,1,1,1,5,5,5,5,4,1,2,2,5,5,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco Plus,736,3,3,3,3,2,5,4,4,4,4,4,5,4,4,13,12
satisfied,Female,Loyal Customer,45,Business travel,Business,93,4,4,3,4,4,4,5,5,5,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,17,Business travel,Business,4634,5,5,5,5,5,5,5,5,1,3,3,1,5,5,16,0
satisfied,Male,Loyal Customer,47,Business travel,Business,240,5,5,3,5,3,4,5,3,3,4,3,3,3,5,36,27
satisfied,Female,Loyal Customer,48,Business travel,Business,89,5,1,5,5,4,4,5,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2541,3,5,3,3,5,3,5,5,3,5,3,3,4,5,0,0
satisfied,Male,Loyal Customer,38,Business travel,Eco Plus,2540,4,3,3,3,4,4,4,4,4,1,5,1,1,4,9,20
satisfied,Female,Loyal Customer,40,Business travel,Business,532,4,4,4,4,1,5,1,2,2,2,2,5,2,2,70,75
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2048,3,3,3,4,2,3,5,2,4,4,3,1,3,2,1,0
satisfied,Male,Loyal Customer,64,Business travel,Business,1589,4,4,4,4,3,5,4,3,3,3,3,5,3,4,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2164,2,4,1,2,4,1,4,4,4,3,3,1,4,4,0,0
dissatisfied,Female,Loyal Customer,39,Business travel,Business,2587,1,5,5,5,1,4,4,1,1,1,1,4,1,3,108,111
satisfied,Male,Loyal Customer,51,Business travel,Business,274,4,4,4,4,4,4,5,4,4,4,4,3,4,4,99,110
dissatisfied,Female,Loyal Customer,37,Business travel,Eco,4444,3,3,3,3,3,3,3,3,3,4,1,1,3,3,52,52
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,3781,1,2,1,3,2,1,2,2,4,1,4,3,3,2,0,0
satisfied,Male,Loyal Customer,39,Business travel,Business,99,2,2,2,2,4,4,2,5,5,5,5,4,5,2,9,5
satisfied,Female,Loyal Customer,36,Business travel,Eco Plus,1568,5,4,4,4,5,5,5,5,5,2,5,5,5,5,12,9
satisfied,Female,Loyal Customer,59,Business travel,Business,1089,4,4,4,4,5,5,4,5,5,4,5,3,5,4,0,2
satisfied,Male,Loyal Customer,33,Business travel,Business,3542,2,2,2,2,4,4,4,4,4,2,5,5,5,4,0,0
dissatisfied,Female,Loyal Customer,47,Personal Travel,Eco,1121,4,3,4,3,1,4,1,5,5,4,5,2,5,2,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,958,2,1,2,4,3,2,5,3,2,4,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Business,944,3,1,3,2,5,2,2,4,4,3,4,4,4,1,24,10
satisfied,Male,Loyal Customer,63,Business travel,Business,474,3,3,3,3,5,4,4,5,5,5,5,3,5,3,1,0
satisfied,Male,Loyal Customer,51,Business travel,Business,2044,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,0
