satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2269,3,4,4,5,2,4,2,2,5,4,4,3,4,2,0,2
dissatisfied,Female,Loyal Customer,33,Business travel,Business,2778,3,4,4,4,3,3,3,4,1,3,2,3,2,3,181,169
dissatisfied,Male,Loyal Customer,41,Business travel,Business,3196,2,1,1,1,5,4,3,2,2,2,2,1,2,3,0,0
satisfied,Male,disloyal Customer,17,Personal Travel,Eco,1248,4,4,4,4,4,4,4,4,2,2,3,2,3,4,0,0
satisfied,Female,Loyal Customer,47,Business travel,Eco,564,5,1,1,1,3,3,4,5,5,5,5,4,5,2,7,0
dissatisfied,Female,Loyal Customer,32,Business travel,Eco,3327,2,2,2,2,2,2,2,2,4,2,2,4,4,2,3,0
satisfied,Male,Loyal Customer,41,Business travel,Business,3093,2,2,5,2,2,5,1,5,5,5,5,1,5,2,6,0
satisfied,Male,Loyal Customer,54,Business travel,Business,1407,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,8
dissatisfied,Female,disloyal Customer,46,Business travel,Business,1215,3,4,4,3,5,3,5,5,5,2,4,4,4,5,1,0
satisfied,Male,Loyal Customer,50,Business travel,Business,2478,1,1,1,1,5,5,5,4,4,5,5,5,3,5,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1880,3,2,3,3,3,3,3,3,1,5,4,1,3,3,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1338,1,4,1,1,4,4,4,4,4,4,4,5,4,5,6,24
dissatisfied,Male,disloyal Customer,27,Business travel,Business,1717,3,3,3,4,4,3,5,4,1,2,3,4,4,4,21,15
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,978,3,3,3,4,4,3,4,4,3,5,3,4,3,4,20,15
satisfied,Female,disloyal Customer,25,Business travel,Business,2451,4,5,4,2,1,4,1,1,5,3,5,4,4,1,0,1
satisfied,Female,Loyal Customer,44,Business travel,Eco,375,4,4,4,4,3,2,3,4,4,4,4,1,4,1,0,0
satisfied,Female,Loyal Customer,39,Business travel,Business,2380,4,4,4,4,3,4,4,4,4,4,4,5,4,3,8,0
satisfied,Male,Loyal Customer,48,Business travel,Business,2189,1,1,5,1,3,5,5,4,4,4,4,5,4,4,0,0
satisfied,Male,Loyal Customer,27,Personal Travel,Eco,1782,4,4,4,3,4,4,4,4,4,5,4,4,5,4,0,0
dissatisfied,Female,Loyal Customer,22,Business travel,Eco,1311,3,2,3,2,3,3,1,3,3,2,1,3,1,3,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,3752,1,3,1,3,1,5,5,2,5,1,5,5,2,5,15,79
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,370,4,4,4,4,4,4,4,5,5,5,5,5,5,5,8,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2636,4,4,4,5,1,4,1,1,3,2,5,3,4,1,0,0
dissatisfied,Female,Loyal Customer,7,Personal Travel,Eco,3413,3,5,3,1,3,1,1,4,3,3,4,1,3,1,279,261
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1689,3,2,3,4,4,3,1,4,2,5,4,3,4,4,119,117
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1052,4,5,4,3,4,4,4,4,4,3,4,3,5,4,0,0
satisfied,Male,Loyal Customer,48,Business travel,Eco Plus,1811,3,3,3,3,3,3,3,3,3,3,1,1,4,3,0,0
satisfied,Male,Loyal Customer,43,Business travel,Business,999,4,4,2,4,2,4,4,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,51,Business travel,Eco,329,4,5,5,5,1,5,5,4,4,4,4,4,4,3,0,1
dissatisfied,Male,Loyal Customer,55,Business travel,Business,2390,1,5,5,5,3,4,3,1,1,1,1,1,1,3,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,377,4,4,4,4,3,4,4,5,5,4,5,5,5,4,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Business,1921,2,2,2,4,1,2,1,1,3,5,4,4,5,1,0,0
satisfied,Male,Loyal Customer,46,Business travel,Eco,2157,5,2,2,2,5,5,5,5,2,5,1,1,2,5,18,0
dissatisfied,Male,disloyal Customer,16,Business travel,Eco,1712,2,1,3,3,5,3,5,5,4,4,4,1,4,5,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1118,1,1,1,1,2,4,5,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2358,4,3,3,3,2,3,4,4,4,4,4,3,4,1,3,0
satisfied,Female,Loyal Customer,42,Business travel,Business,1061,5,5,5,5,3,5,5,5,5,4,5,5,5,5,11,5
satisfied,Male,Loyal Customer,44,Business travel,Business,2771,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,54,Business travel,Business,1753,2,2,2,2,5,5,5,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,40,Business travel,Business,4022,5,5,5,5,3,5,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1864,1,5,1,3,4,1,4,4,4,3,4,4,5,4,0,2
satisfied,Male,disloyal Customer,15,Business travel,Eco,2534,5,5,5,2,4,5,4,4,5,4,3,5,4,4,48,42
satisfied,Male,Loyal Customer,45,Business travel,Business,3104,2,2,2,2,5,5,5,4,4,5,4,4,4,4,0,0
satisfied,Female,disloyal Customer,26,Business travel,Business,2494,5,5,5,4,3,5,5,3,3,5,5,3,5,3,1,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,711,4,0,2,3,5,5,4,3,3,2,4,5,3,5,0,0
dissatisfied,Male,Loyal Customer,44,Business travel,Eco,4300,3,5,5,5,2,3,2,2,4,4,3,4,3,2,80,52
dissatisfied,Female,Loyal Customer,24,Personal Travel,Eco,1958,4,3,4,3,2,4,2,2,1,5,2,2,3,2,76,72
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,875,1,1,1,1,5,4,3,4,4,4,4,4,4,2,82,70
satisfied,Female,Loyal Customer,43,Business travel,Business,2864,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16,10
satisfied,Female,Loyal Customer,44,Business travel,Business,391,3,1,3,3,2,4,5,5,5,5,5,4,5,4,0,0
dissatisfied,Female,Loyal Customer,32,Business travel,Eco,1076,2,4,4,4,2,2,2,2,3,2,4,2,3,2,0,0
dissatisfied,Male,Loyal Customer,50,Business travel,Business,1264,4,4,4,4,5,3,4,4,4,4,4,3,4,1,0,48
satisfied,Female,Loyal Customer,57,Business travel,Business,3983,2,2,1,2,4,4,4,5,4,4,5,4,3,4,184,167
satisfied,Male,Loyal Customer,34,Business travel,Eco Plus,3394,5,1,1,1,5,5,5,5,5,2,3,5,2,5,0,12
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1378,2,4,2,4,4,2,5,4,4,4,5,5,4,4,0,0
satisfied,Male,Loyal Customer,43,Business travel,Business,4616,4,4,4,4,4,4,4,3,4,4,5,4,5,4,138,137
dissatisfied,Male,Loyal Customer,79,Business travel,Business,1789,3,2,2,2,5,4,4,3,3,3,3,3,3,3,16,16
dissatisfied,Male,Loyal Customer,44,Business travel,Eco,1051,4,1,1,1,3,4,3,3,4,4,4,2,4,3,0,1
satisfied,Female,Loyal Customer,27,Personal Travel,Business,2097,1,1,1,1,5,5,5,5,2,4,5,3,5,5,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2012,1,1,1,4,4,1,4,4,4,5,3,3,4,4,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2876,4,4,4,4,2,5,5,4,4,4,4,3,4,5,34,31
satisfied,Male,Loyal Customer,65,Business travel,Business,444,1,1,1,1,2,2,2,5,5,5,5,4,5,3,4,0
dissatisfied,Female,Loyal Customer,15,Personal Travel,Eco,2614,3,5,3,5,4,3,2,4,3,5,2,2,1,4,1,0
dissatisfied,Male,disloyal Customer,25,Business travel,Business,1681,3,0,3,1,3,3,3,3,5,2,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,1771,2,4,2,3,1,2,1,1,1,5,4,3,4,1,25,23
dissatisfied,Female,disloyal Customer,49,Business travel,Business,2180,1,1,1,3,3,1,3,3,5,3,4,4,4,3,66,59
dissatisfied,Male,Loyal Customer,32,Personal Travel,Business,1790,4,4,5,5,3,5,5,3,3,3,4,5,4,3,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Business,404,3,3,3,3,2,5,5,4,4,5,4,4,4,5,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Eco,2147,3,3,3,3,3,3,3,3,1,5,3,3,5,3,0,0
satisfied,Male,disloyal Customer,40,Business travel,Business,1329,4,4,4,5,5,4,5,5,3,5,4,3,5,5,17,10
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,398,4,5,4,4,4,5,4,1,1,4,1,5,1,4,4,3
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2092,2,4,5,4,1,5,1,1,3,3,4,4,4,1,3,0
satisfied,Female,Loyal Customer,50,Business travel,Business,2222,2,2,2,2,3,4,4,5,5,5,5,3,5,3,25,12
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1847,0,5,0,4,5,4,5,1,1,1,1,4,1,4,0,7
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1794,3,3,3,3,5,4,4,3,3,3,3,5,3,5,3,2
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1956,2,2,2,3,1,2,1,1,2,2,3,1,3,1,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1913,2,5,2,2,3,2,3,3,1,4,3,2,2,3,9,9
dissatisfied,Female,Loyal Customer,62,Business travel,Eco,831,1,2,2,2,1,4,4,1,1,1,1,2,1,2,0,0
satisfied,Female,Loyal Customer,32,Business travel,Business,4419,3,3,3,3,5,5,4,5,1,5,5,1,5,5,0,4
dissatisfied,Male,Loyal Customer,59,Business travel,Business,1858,4,5,5,5,5,3,3,4,4,3,4,3,4,2,21,19
satisfied,Female,Loyal Customer,51,Business travel,Eco,462,5,4,4,4,5,1,1,5,5,5,5,1,5,3,5,8
satisfied,Male,Loyal Customer,67,Business travel,Business,3467,2,2,2,2,5,4,4,5,5,5,5,3,5,5,0,1
satisfied,Female,Loyal Customer,35,Business travel,Business,2599,4,1,4,4,4,1,5,4,4,4,4,4,4,1,0,0
dissatisfied,Female,disloyal Customer,54,Business travel,Eco,2187,3,3,3,4,3,3,5,3,1,1,4,1,3,3,5,8
satisfied,Female,Loyal Customer,49,Business travel,Business,374,3,3,3,3,4,5,5,5,5,5,5,4,5,3,0,0
dissatisfied,Female,Loyal Customer,23,Personal Travel,Eco,3607,2,4,2,1,2,2,2,3,4,4,5,2,4,2,172,143
satisfied,Male,Loyal Customer,29,Business travel,Business,3590,4,4,4,4,3,3,3,3,5,2,5,2,4,3,0,0
satisfied,Female,Loyal Customer,47,Business travel,Business,2658,2,2,2,2,5,5,5,4,3,3,5,5,3,5,0,70
satisfied,Male,disloyal Customer,37,Business travel,Business,1508,4,4,4,5,2,4,2,2,3,5,5,4,5,2,0,0
dissatisfied,Male,Loyal Customer,60,Business travel,Eco,1103,2,5,5,5,2,2,2,2,1,1,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Business,1611,3,5,4,4,5,3,5,5,5,4,5,4,5,5,0,0
dissatisfied,Female,Loyal Customer,16,Business travel,Eco Plus,1911,5,2,2,2,5,4,2,5,2,3,3,2,4,5,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,444,2,3,2,2,4,1,3,5,5,5,5,3,5,1,5,5
dissatisfied,Female,Loyal Customer,54,Business travel,Business,654,2,4,4,4,2,2,2,2,2,2,2,1,2,1,0,0
satisfied,Male,Loyal Customer,49,Business travel,Business,58,0,4,0,2,5,5,4,2,2,2,2,4,2,3,0,0
dissatisfied,Female,Loyal Customer,48,Business travel,Business,2752,2,5,5,5,2,4,4,3,3,3,2,3,3,3,7,10
satisfied,Male,Loyal Customer,32,Business travel,Eco,3572,4,5,5,5,4,4,4,4,5,2,5,2,1,4,0,0
dissatisfied,Female,Loyal Customer,70,Business travel,Business,2814,3,5,5,5,2,4,3,3,3,3,3,3,3,2,6,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Business,1661,3,4,2,3,4,4,4,3,3,2,3,5,3,4,15,7
satisfied,Male,disloyal Customer,28,Business travel,Business,1803,0,0,0,2,1,0,1,1,4,2,4,5,5,1,0,0
dissatisfied,Female,Loyal Customer,43,Business travel,Business,1490,2,5,5,5,2,3,3,2,2,2,2,2,2,1,0,0
dissatisfied,Male,Loyal Customer,22,Business travel,Eco,4074,1,2,2,2,1,1,1,1,2,2,3,4,4,1,0,0
dissatisfied,Male,Loyal Customer,54,Business travel,Business,548,3,2,2,2,5,4,4,3,3,3,3,1,3,4,0,0
dissatisfied,Female,Loyal Customer,34,Personal Travel,Eco,2191,3,5,3,5,5,3,5,5,3,3,5,5,4,5,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco Plus,1994,3,5,4,2,4,4,4,4,3,3,1,3,1,4,0,0
dissatisfied,Male,Loyal Customer,40,Business travel,Business,3921,2,4,4,4,4,3,4,2,2,2,2,2,2,2,0,21
satisfied,Male,Loyal Customer,48,Business travel,Eco,1817,5,3,5,3,5,5,5,5,5,3,1,1,2,5,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,2161,5,5,5,4,4,5,4,4,3,2,5,3,5,4,0,0
satisfied,Female,Loyal Customer,59,Business travel,Business,624,1,1,2,1,3,4,5,2,2,2,2,4,2,4,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1588,4,4,5,4,4,4,5,5,5,5,5,3,5,5,0,0
satisfied,Male,Loyal Customer,42,Business travel,Business,1630,1,1,3,1,4,4,5,4,4,5,4,4,4,3,23,27
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1964,3,3,3,4,1,3,2,1,2,3,4,4,3,1,76,55
dissatisfied,Male,Loyal Customer,39,Business travel,Eco Plus,1764,2,4,4,4,2,2,2,2,3,3,4,4,3,2,32,34
satisfied,Female,Loyal Customer,36,Business travel,Business,1914,1,1,1,1,2,3,5,5,5,5,3,1,5,5,0,0
satisfied,Female,Loyal Customer,30,Business travel,Business,2039,1,1,1,1,5,5,5,5,3,4,4,3,5,5,21,17
satisfied,Female,Loyal Customer,57,Business travel,Business,3000,1,1,1,1,4,5,5,5,4,5,5,5,4,5,0,0
dissatisfied,Female,Loyal Customer,58,Business travel,Eco,938,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,6
dissatisfied,Male,Loyal Customer,39,Business travel,Eco,2849,3,4,4,4,3,3,3,3,4,4,3,1,3,3,13,8
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1907,3,4,3,3,2,3,2,2,1,5,3,1,4,2,0,0
dissatisfied,Male,Loyal Customer,38,Business travel,Business,367,4,2,2,2,1,3,3,4,4,4,4,3,4,2,99,80
dissatisfied,Female,Loyal Customer,49,Business travel,Eco,423,3,5,5,5,1,3,4,3,3,3,3,4,3,2,0,0
satisfied,Female,Loyal Customer,25,Business travel,Eco,2536,5,1,5,5,5,5,4,5,1,1,2,1,5,5,0,0
satisfied,Female,Loyal Customer,49,Business travel,Business,343,3,3,3,3,5,4,5,5,5,5,5,3,5,5,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2196,3,3,3,2,5,3,3,5,3,5,5,3,5,5,0,3
satisfied,Male,Loyal Customer,42,Business travel,Business,1552,5,5,5,5,4,1,3,5,5,5,5,5,5,3,0,0
dissatisfied,Female,Loyal Customer,50,Business travel,Eco,1889,2,4,4,4,1,2,3,2,2,2,2,1,2,4,4,0
satisfied,Male,Loyal Customer,44,Business travel,Business,2338,5,5,5,5,2,4,4,4,4,4,4,4,4,3,6,0
satisfied,Male,Loyal Customer,39,Business travel,Business,1114,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0
satisfied,Male,Loyal Customer,50,Business travel,Business,598,4,4,4,4,4,3,3,2,2,3,2,4,2,5,0,0
dissatisfied,Female,disloyal Customer,34,Business travel,Eco,1874,2,2,2,4,3,2,3,3,3,1,3,4,4,3,0,15
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,2808,1,0,0,3,0,5,5,2,1,3,4,5,1,5,151,131
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2905,4,4,4,4,5,4,5,4,4,4,4,4,4,5,26,0
dissatisfied,Male,disloyal Customer,54,Business travel,Business,2583,3,3,3,2,1,3,3,1,4,3,5,4,5,1,0,15
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1650,3,3,3,4,4,3,5,4,3,2,3,3,4,4,0,0
satisfied,Male,Loyal Customer,24,Business travel,Eco,2453,0,4,0,5,5,0,5,5,2,3,4,5,4,5,1,13
satisfied,Male,Loyal Customer,48,Business travel,Business,2578,5,5,5,5,4,4,5,5,5,5,5,3,5,3,63,69
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1120,3,4,3,2,3,3,3,3,4,5,5,3,5,3,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1745,5,3,4,4,3,4,3,3,5,3,5,5,5,3,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,898,5,5,5,5,2,4,4,4,4,4,4,3,4,5,0,30
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1660,1,1,1,1,2,5,4,5,5,5,5,4,5,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2875,4,5,4,5,3,4,3,3,5,5,2,2,1,3,0,0
satisfied,Male,Loyal Customer,58,Business travel,Business,238,5,5,4,5,5,4,5,5,5,5,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1232,1,5,1,2,1,1,1,1,5,1,4,3,3,1,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1555,1,1,4,1,3,4,5,5,5,5,5,4,5,5,0,6
satisfied,Male,Loyal Customer,50,Business travel,Business,1706,3,3,3,3,2,4,4,5,5,5,5,5,5,5,0,0
dissatisfied,Female,disloyal Customer,31,Business travel,Eco,2099,2,2,2,4,3,2,3,3,1,1,1,3,1,3,24,31
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1040,5,0,5,4,5,5,4,1,1,5,1,5,1,4,0,2
satisfied,Male,Loyal Customer,48,Business travel,Business,327,0,0,0,3,4,4,5,5,5,2,2,3,5,5,12,9
dissatisfied,Female,Loyal Customer,44,Personal Travel,Eco,699,4,3,4,3,5,4,3,2,2,4,2,2,2,1,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1742,2,5,2,3,3,2,3,3,5,3,4,5,5,3,0,0
satisfied,Male,Loyal Customer,53,Business travel,Business,2541,1,1,4,1,2,3,4,4,4,4,4,5,4,4,0,9
satisfied,Female,Loyal Customer,45,Business travel,Business,1020,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,10
dissatisfied,Male,Loyal Customer,44,Business travel,Business,3264,2,5,5,5,1,3,2,2,2,2,2,3,2,4,29,37
satisfied,Male,Loyal Customer,44,Business travel,Business,3876,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0
dissatisfied,Male,disloyal Customer,25,Business travel,Business,1063,1,1,1,3,2,1,2,2,3,1,4,1,4,2,0,1
satisfied,Female,Loyal Customer,57,Business travel,Eco Plus,56,3,4,4,4,2,1,2,4,4,3,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2143,3,4,4,1,2,4,1,2,4,3,4,5,5,2,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2402,4,4,4,3,4,4,4,4,2,4,4,3,4,4,0,12
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,563,5,4,5,2,4,4,5,4,4,5,4,3,4,3,42,28
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1040,4,5,4,2,5,5,4,4,4,4,4,5,4,3,4,0
satisfied,Male,Loyal Customer,31,Business travel,Business,3826,4,4,4,4,4,4,4,4,4,4,5,3,5,4,11,4
dissatisfied,Male,disloyal Customer,26,Business travel,Business,1051,4,3,4,4,4,4,3,4,1,1,3,2,4,4,29,25
satisfied,Male,Loyal Customer,29,Personal Travel,Eco,2464,4,3,4,4,3,4,1,3,1,4,2,1,3,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2372,2,2,2,2,5,5,5,5,4,3,5,3,5,5,0,6
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,2230,1,3,1,2,2,1,2,2,3,1,1,5,3,2,0,20
satisfied,Female,Loyal Customer,53,Business travel,Business,2569,1,1,1,1,5,5,4,4,4,4,4,3,4,5,9,8
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2388,1,1,1,3,4,1,4,4,1,3,3,4,2,4,0,0
satisfied,Male,Loyal Customer,54,Business travel,Business,2261,5,4,5,5,3,4,4,5,5,5,5,4,5,3,50,47
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2986,4,4,4,3,3,2,2,3,3,4,3,5,3,5,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,3595,4,4,2,4,3,5,4,2,2,2,2,3,2,4,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco Plus,479,2,2,2,2,3,5,4,5,5,5,4,5,5,1,0,0
satisfied,Female,Loyal Customer,43,Business travel,Business,941,4,4,4,4,5,4,5,5,5,5,5,3,5,5,22,17
satisfied,Female,disloyal Customer,37,Business travel,Business,2575,5,5,5,3,1,5,1,1,4,3,5,3,5,1,1,0
satisfied,Female,Loyal Customer,27,Business travel,Business,3142,3,3,3,3,2,2,2,2,4,4,5,5,4,2,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,3106,3,2,3,3,4,3,4,4,3,3,3,4,3,4,7,0
satisfied,Male,Loyal Customer,44,Business travel,Business,2116,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,2484,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,46
dissatisfied,Male,disloyal Customer,27,Business travel,Business,2629,3,3,3,2,1,3,1,1,4,5,5,5,5,1,103,72
dissatisfied,Female,Loyal Customer,17,Business travel,Business,2711,4,4,4,4,4,4,4,4,4,1,3,3,4,4,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Business,1681,2,4,2,3,3,2,4,3,3,4,5,5,4,3,26,101
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1572,3,3,3,3,4,3,4,4,4,5,4,5,4,5,0,0
dissatisfied,Female,disloyal Customer,45,Business travel,Business,1145,2,2,2,2,5,2,5,5,4,2,5,4,5,5,0,0
satisfied,Female,Loyal Customer,33,Business travel,Business,2827,4,4,4,4,5,2,1,2,2,2,2,4,2,4,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,474,5,5,5,5,3,4,2,5,5,5,5,2,5,5,78,55
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2269,3,4,3,5,4,3,4,4,2,4,4,3,5,4,35,29
satisfied,Male,Loyal Customer,54,Business travel,Business,2960,1,1,3,1,4,5,5,4,4,4,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2579,2,5,1,3,5,1,2,5,4,4,5,4,5,5,3,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2882,2,2,3,3,2,3,2,2,3,3,3,2,2,2,8,2
satisfied,Female,Loyal Customer,8,Personal Travel,Eco Plus,2172,1,1,1,1,3,4,5,5,5,4,5,5,5,3,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,3880,2,3,1,3,2,2,2,2,2,2,3,2,2,2,0,0
satisfied,Male,Loyal Customer,48,Business travel,Business,3045,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,0
dissatisfied,Female,Loyal Customer,14,Personal Travel,Eco,2875,4,5,4,3,5,4,5,5,4,2,5,4,5,5,0,5
satisfied,Male,Loyal Customer,41,Business travel,Business,1049,3,3,3,3,4,5,5,5,5,5,5,4,5,3,61,65
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2798,2,2,2,2,4,2,2,4,3,3,2,1,2,4,0,0
satisfied,Male,Loyal Customer,45,Business travel,Business,863,3,3,3,3,5,5,4,3,3,4,3,4,3,5,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1200,4,4,4,4,3,5,5,4,4,5,4,4,4,5,0,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1889,2,2,2,1,3,2,3,3,4,2,4,4,5,3,0,81
satisfied,Female,Loyal Customer,60,Business travel,Business,1775,2,2,2,2,5,5,5,2,2,2,2,4,2,3,0,4
dissatisfied,Female,Loyal Customer,57,Business travel,Business,307,1,1,1,1,5,3,4,1,1,1,1,2,1,4,0,0
dissatisfied,Female,Loyal Customer,53,Business travel,Business,269,5,2,2,2,2,3,3,5,5,4,5,4,5,3,1,9
satisfied,Male,Loyal Customer,57,Business travel,Business,949,1,1,3,1,3,5,5,4,4,5,4,3,4,5,0,0
satisfied,Female,Loyal Customer,60,Business travel,Business,404,5,5,5,5,2,5,5,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,48,Business travel,Business,2632,2,2,2,2,4,3,3,2,2,3,2,2,2,2,0,0
satisfied,Female,Loyal Customer,53,Business travel,Business,1598,1,1,1,1,4,5,5,5,5,5,5,3,5,5,2,0
dissatisfied,Female,Loyal Customer,44,Business travel,Business,637,2,5,5,5,1,1,1,2,2,2,2,3,2,1,0,8
dissatisfied,Male,disloyal Customer,45,Business travel,Business,1694,1,1,1,3,3,1,3,3,4,5,4,3,4,3,0,0
satisfied,Male,Loyal Customer,45,Business travel,Business,2166,2,2,2,2,5,5,4,4,4,5,4,3,4,3,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1177,1,1,1,1,3,5,5,3,3,3,3,3,3,5,0,24
dissatisfied,Female,Loyal Customer,44,Personal Travel,Eco,1476,4,5,3,3,5,4,4,3,3,3,1,5,3,3,0,0
satisfied,Female,Loyal Customer,51,Business travel,Eco,200,5,3,3,3,4,5,5,5,5,5,5,2,5,2,0,0
satisfied,Male,disloyal Customer,17,Business travel,Eco,3485,4,3,3,2,5,4,5,5,2,4,2,3,1,5,0,2
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2621,3,3,3,3,5,4,4,4,4,4,4,5,4,5,0,0
satisfied,Male,Loyal Customer,57,Business travel,Business,2602,4,4,4,4,5,5,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1943,2,0,2,1,3,2,3,3,3,2,5,4,4,3,57,48
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,506,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,0
dissatisfied,Female,Loyal Customer,29,Business travel,Business,2605,2,3,3,3,2,2,2,2,1,1,3,2,4,2,0,0
satisfied,Female,Loyal Customer,32,Business travel,Business,1892,3,3,3,3,4,4,5,4,4,3,4,4,5,4,0,0
satisfied,Male,Loyal Customer,59,Business travel,Business,631,4,4,4,4,5,5,5,4,4,4,4,5,4,3,0,0
dissatisfied,Female,disloyal Customer,38,Business travel,Business,1801,2,3,3,5,4,3,4,4,4,3,5,3,5,4,0,0
